Time,Open,High,Low,Last,Change,%Chg,Volume
"2025-02-03 19:59",225.4,225.4,225.3699,225.3699,0.0099,0.00%,826
"2025-02-03 19:57",225.35,225.36,225.35,225.36,0.1,+0.04%,9934
"2025-02-03 19:54",225.25,225.26,225.25,225.26,0.03,+0.01%,300
"2025-02-03 19:52",225.22,225.23,225.22,225.23,-0.06,-0.03%,288
"2025-02-03 19:51",225.26,225.29,225.26,225.29,0.03,+0.01%,1700
"2025-02-03 19:50",225.26,225.26,225.26,225.26,-0.08,-0.04%,334
"2025-02-03 19:48",225.34,225.34,225.34,225.34,-0.05,-0.02%,292
"2025-02-03 19:47",225.39,225.39,225.39,225.39,-0.05,-0.02%,214
"2025-02-03 19:44",225.44,225.44,225.44,225.44,0.06,+0.03%,100
"2025-02-03 19:43",225.38,225.38,225.38,225.38,0.04,+0.02%,2000
"2025-02-03 19:42",225.34,225.34,225.34,225.34,-0.01,0.00%,700
"2025-02-03 19:41",225.35,225.35,225.35,225.35,-0.04,-0.02%,221
"2025-02-03 19:37",225.39,225.39,225.39,225.39,-0.01,0.00%,400
"2025-02-03 19:33",225.4,225.4,225.4,225.4,0.1,+0.04%,300
"2025-02-03 19:26",225.3,225.3,225.3,225.3,0.17,+0.08%,365
"2025-02-03 19:25",225.14,225.14,225.13,225.13,-0.06,-0.03%,266
"2025-02-03 19:24",225.19,225.19,225.19,225.19,-0.02,-0.01%,1400
"2025-02-03 19:23",225.24,225.24,225.21,225.21,-0.02,-0.01%,742
"2025-02-03 19:22",225.23,225.23,225.19,225.23,-0.03,-0.01%,2141
"2025-02-03 19:21",225.3,225.3,225.23,225.26,-0.07,-0.03%,2300
"2025-02-03 19:20",225.36,225.36,225.33,225.33,-0.04,-0.02%,1800
"2025-02-03 19:18",225.39,225.39,225.37,225.37,-0.13,-0.06%,2500
"2025-02-03 19:16",225.51,225.51,225.5,225.5,-0.04,-0.02%,290
"2025-02-03 19:15",225.54,225.54,225.54,225.54,0.1,+0.04%,200
"2025-02-03 19:14",225.44,225.44,225.44,225.44,0.01,0.00%,100
"2025-02-03 19:13",225.43,225.43,225.43,225.43,-0.15,-0.07%,200
"2025-02-03 19:09",225.58,225.58,225.58,225.58,0.06,+0.03%,101
"2025-02-03 19:08",225.5,225.53,225.5,225.52,-0.03,-0.01%,633
"2025-02-03 19:06",225.51,225.55,225.51,225.55,0.04,+0.02%,1116
"2025-02-03 19:05",225.51,225.51,225.51,225.51,-0.1,-0.04%,250
"2025-02-03 19:02",225.58,225.61,225.58,225.61,-0.04,-0.02%,222
"2025-02-03 19:00",225.65,225.65,225.5813,225.65,-0.13,-0.06%,1500
"2025-02-03 18:57",225.78,225.78,225.78,225.78,0.03,+0.01%,964
"2025-02-03 18:54",225.75,225.75,225.75,225.75,0.09,+0.04%,100
"2025-02-03 18:53",225.66,225.66,225.66,225.66,0.03,+0.01%,107
"2025-02-03 18:52",225.61,225.63,225.61,225.63,0.06,+0.03%,1000
"2025-02-03 18:51",225.53,225.57,225.51,225.57,0.0099,0.00%,489
"2025-02-03 18:50",225.5601,225.5601,225.5601,225.5601,-0.0099,0.00%,100
"2025-02-03 18:49",225.67,225.68,225.57,225.57,-0.129,-0.06%,924
"2025-02-03 18:48",225.65,225.699,225.64,225.699,-0.151,-0.07%,794
"2025-02-03 18:47",225.88,225.88,225.85,225.85,-0.04,-0.02%,8673
"2025-02-03 18:46",225.8,225.89,225.8,225.89,0.1,+0.04%,26475
"2025-02-03 18:45",225.73,225.79,225.73,225.79,0.07,+0.03%,9132
