Time,Open,High,Low,Last,Change,%Chg,Volume
"2024-10-07 19:53",217.59,217.59,217.59,217.59,0,0.00%,350
"2024-10-07 19:52",217.59,217.59,217.59,217.59,0.08,+0.04%,600
"2024-10-07 19:50",217.51,217.51,217.51,217.51,0.1,+0.05%,400
"2024-10-07 19:45",217.43,217.43,217.4,217.41,-0.04,-0.02%,769
"2024-10-07 19:43",217.45,217.45,217.45,217.45,0.1699,+0.08%,122
"2024-10-07 19:41",217.2801,217.2801,217.2801,217.2801,-0.0999,-0.05%,100
"2024-10-07 19:38",217.38,217.38,217.38,217.38,0.04,+0.02%,131
"2024-10-07 19:37",217.34,217.34,217.34,217.34,-0.03,-0.01%,100
"2024-10-07 19:34",217.37,217.37,217.37,217.37,0,0.00%,111
"2024-10-07 19:33",217.37,217.37,217.37,217.37,-0.07,-0.03%,270
"2024-10-07 19:31",217.44,217.44,217.44,217.44,-0.1,-0.05%,500
"2024-10-07 19:28",217.54,217.54,217.54,217.54,-0.01,0.00%,128
"2024-10-07 19:20",217.55,217.55,217.55,217.55,0,0.00%,1000
"2024-10-07 19:19",217.55,217.552,217.55,217.55,-0.01,0.00%,1690
"2024-10-07 19:18",217.512,217.56,217.512,217.56,0.0799,+0.04%,415
"2024-10-07 19:17",217.4801,217.4801,217.4801,217.4801,0.0201,+0.01%,100
"2024-10-07 19:14",217.46,217.46,217.46,217.46,-0.01,0.00%,220
"2024-10-07 19:12",217.47,217.47,217.47,217.47,-0.13,-0.06%,450
"2024-10-07 19:09",217.6,217.6,217.6,217.6,0.05,+0.02%,120
"2024-10-07 19:08",217.43,217.56,217.43,217.55,0.02,+0.01%,2400
"2024-10-07 19:07",217.53,217.53,217.53,217.53,-0.09,-0.04%,224
"2024-10-07 19:06",217.39,217.62,217.39,217.62,0.23,+0.11%,7110
"2024-10-07 19:03",217.39,217.39,217.39,217.39,0.18,+0.08%,1000
"2024-10-07 19:01",217.26,217.26,217.21,217.21,-0.1,-0.05%,200
"2024-10-07 18:59",217.35,217.35,217.18,217.31,0.21,+0.10%,5500
"2024-10-07 18:58",217.18,217.18,217.1,217.1,-0.01,0.00%,8609
"2024-10-07 18:56",217.11,217.11,217.11,217.11,-0.02,-0.01%,1000
"2024-10-07 18:55",217.13,217.13,217.13,217.13,-0.1,-0.05%,656
"2024-10-07 18:54",217.171,217.23,217.171,217.23,-0.1,-0.05%,216
"2024-10-07 18:50",217.33,217.33,217.33,217.33,0.17,+0.08%,121
"2024-10-07 18:45",217.2,217.21,217.16,217.16,-0.14,-0.06%,2184
"2024-10-07 18:44",217.3,217.3,217.3,217.3,-0.05,-0.02%,497
"2024-10-07 18:36",217.34,217.5,217.34,217.35,0.1599,+0.07%,820
"2024-10-07 18:35",216.97,217.1901,216.91,217.1901,0.2801,+0.13%,1986
"2024-10-07 18:34",216.91,216.91,216.91,216.91,0.29,+0.13%,100
"2024-10-07 18:33",217.28,217.28,216.49,216.62,-0.7,-0.32%,1036
"2024-10-07 18:26",217.32,217.32,217.32,217.32,-0.04,-0.02%,100
